As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive Old,Netflix Release Date,Days In Top 10,Viewership Score,Netflix Exclusive,Streak,Rank Last Week
16/05/21,1,1,-,The Woman in the Window,Movie,Yes,"May 14, 2021",2,20,Yes,1,NA
17/05/21,10,9,10,Cocomelon,TV Show,,"Jun 1, 2020",206,680,No,9,10
17/05/21,6,6,-,Halston,TV Show,Yes,"May 14, 2021",3,12,Yes,6,NA
17/05/21,7,8,-,I Am All Girls,Movie,Yes,"May 14, 2021",3,8,Yes,8,NA
17/05/21,9,-,-,Jungle Beat: The Movie,Movie,,"May 14, 2021",2,7,No,-1,NA
17/05/21,3,3,1,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",10,93,Yes,3,1
17/05/21,4,5,-,"Love, Death & Robots",TV Show,Yes,"Mar 15, 2019",2,13,Yes,5,NA
17/05/21,8,7,9,StartUp,TV Show,,"May 4, 2021",8,43,No,7,9
17/05/21,5,4,2,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",17,148,Yes,4,2
17/05/21,2,2,-,The Upshaws,TV Show,Yes,"May 12, 2021",5,46,Yes,2,NA
17/05/21,1,1,-,The Woman in the Window,Movie,Yes,"May 14, 2021",3,30,Yes,1,NA
18/05/21,10,10,9,Cocomelon,TV Show,,"Jun 1, 2020",207,681,No,10,9
18/05/21,6,6,-,Halston,TV Show,Yes,"May 14, 2021",4,17,Yes,6,NA
18/05/21,7,7,-,I Am All Girls,Movie,Yes,"May 14, 2021",4,12,Yes,7,NA
18/05/21,9,9,-,Jungle Beat: The Movie,Movie,,"May 14, 2021",3,9,No,9,NA
18/05/21,3,3,1,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",11,101,Yes,3,1
18/05/21,4,4,-,"Love, Death & Robots",TV Show,Yes,"Mar 15, 2019",3,20,Yes,4,NA
18/05/21,8,8,6,StartUp,TV Show,,"May 4, 2021",9,46,No,8,6
18/05/21,5,5,2,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",18,154,Yes,5,2
18/05/21,2,2,-,The Upshaws,TV Show,Yes,"May 12, 2021",6,55,Yes,2,NA
18/05/21,1,1,-,The Woman in the Window,Movie,Yes,"May 14, 2021",4,40,Yes,1,NA
19/05/21,7,10,8,Cocomelon,TV Show,,"Jun 1, 2020",208,685,No,10,8
19/05/21,10,6,-,Halston,TV Show,Yes,"May 14, 2021",5,18,Yes,6,NA
19/05/21,6,7,-,I Am All Girls,Movie,Yes,"May 14, 2021",5,17,Yes,7,NA
19/05/21,8,9,-,Jungle Beat: The Movie,Movie,,"May 14, 2021",4,12,No,9,NA
19/05/21,3,3,1,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",12,109,Yes,3,1
19/05/21,9,4,-,"Love, Death & Robots",TV Show,Yes,"Mar 15, 2019",4,22,Yes,4,NA
19/05/21,4,8,3,StartUp,TV Show,,"May 4, 2021",10,53,No,8,3
19/05/21,5,5,2,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",19,160,Yes,5,2
19/05/21,2,2,-,The Upshaws,TV Show,Yes,"May 12, 2021",7,64,Yes,2,NA
19/05/21,1,1,-,The Woman in the Window,Movie,Yes,"May 14, 2021",5,50,Yes,1,NA
20/05/21,7,7,6,Cocomelon,TV Show,,"Jun 1, 2020",209,689,No,7,6
20/05/21,9,6,-,I Am All Girls,Movie,Yes,"May 14, 2021",6,19,Yes,6,NA
20/05/21,8,8,-,Jungle Beat: The Movie,Movie,,"May 14, 2021",5,15,No,8,NA
20/05/21,4,3,1,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",13,116,Yes,3,1
20/05/21,10,9,-,"Love, Death & Robots",TV Show,Yes,"Mar 15, 2019",5,23,Yes,9,NA
20/05/21,5,4,4,StartUp,TV Show,,"May 4, 2021",11,59,No,4,4
20/05/21,6,5,3,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",20,165,Yes,5,3
20/05/21,3,2,2,The Upshaws,TV Show,Yes,"May 12, 2021",8,72,Yes,2,2
20/05/21,2,1,-,The Woman in the Window,Movie,Yes,"May 14, 2021",6,59,Yes,1,NA
20/05/21,1,-,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",29,211,Yes,-1,NA
21/05/21,7,7,6,Cocomelon,TV Show,,"Jun 1, 2020",210,693,No,7,6
21/05/21,9,8,-,Jungle Beat: The Movie,Movie,,"May 14, 2021",6,17,No,8,NA
21/05/21,4,4,2,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",14,123,Yes,4,2
21/05/21,10,10,-,"Love, Death & Robots",TV Show,Yes,"Mar 15, 2019",6,24,Yes,10,NA
21/05/21,6,-,-,Sabotage,Movie,,"May 19, 2021",1,5,No,-1,NA
21/05/21,5,5,3,StartUp,TV Show,,"May 4, 2021",12,65,No,5,3
21/05/21,8,6,4,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",21,168,Yes,6,4
21/05/21,3,3,1,The Upshaws,TV Show,Yes,"May 12, 2021",9,80,Yes,3,1
21/05/21,2,2,-,The Woman in the Window,Movie,Yes,"May 14, 2021",7,68,Yes,2,NA
21/05/21,1,1,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",30,221,Yes,1,NA
22/05/21,1,-,-,Army of the Dead,Movie,Yes,"May 21, 2021",1,10,Yes,-1,NA
22/05/21,7,7,8,Cocomelon,TV Show,,"Jun 1, 2020",211,697,No,7,8
22/05/21,8,4,3,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",15,126,Yes,4,3
22/05/21,4,-,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",18,113,Yes,-1,NA
22/05/21,10,6,-,Sabotage,Movie,,"May 19, 2021",2,6,No,6,NA
22/05/21,9,5,5,StartUp,TV Show,,"May 4, 2021",13,67,No,5,5
22/05/21,6,8,4,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",22,173,Yes,8,4
22/05/21,5,3,2,The Upshaws,TV Show,Yes,"May 12, 2021",10,86,Yes,3,2
22/05/21,3,2,1,The Woman in the Window,Movie,Yes,"May 14, 2021",8,76,Yes,2,1
22/05/21,2,1,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",31,230,Yes,1,NA
23/05/21,1,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",2,20,Yes,1,NA
23/05/21,8,7,9,Cocomelon,TV Show,,"Jun 1, 2020",212,700,No,7,9
23/05/21,9,8,3,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",16,128,Yes,8,3
23/05/21,4,4,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",19,120,Yes,4,NA
23/05/21,7,10,-,Sabotage,Movie,,"May 19, 2021",3,10,No,10,NA
23/05/21,10,9,7,StartUp,TV Show,,"May 4, 2021",14,68,No,9,7
23/05/21,5,6,4,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",23,179,Yes,6,4
23/05/21,6,5,2,The Upshaws,TV Show,Yes,"May 12, 2021",11,91,Yes,5,2
23/05/21,3,3,1,The Woman in the Window,Movie,Yes,"May 14, 2021",9,84,Yes,3,1
23/05/21,2,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",32,239,Yes,2,NA
24/05/21,1,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",3,30,Yes,1,NA
24/05/21,10,8,10,Cocomelon,TV Show,,"Jun 1, 2020",213,701,No,8,10
24/05/21,8,9,3,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",17,131,Yes,9,3
24/05/21,5,4,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",20,126,Yes,4,NA
24/05/21,4,7,-,Sabotage,Movie,,"May 19, 2021",4,17,No,7,NA
24/05/21,9,10,8,StartUp,TV Show,,"May 4, 2021",15,70,No,10,8
24/05/21,6,5,5,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",24,184,Yes,5,5
24/05/21,7,6,2,The Upshaws,TV Show,Yes,"May 12, 2021",12,95,Yes,6,2
24/05/21,3,3,1,The Woman in the Window,Movie,Yes,"May 14, 2021",10,92,Yes,3,1
24/05/21,2,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",33,248,Yes,2,NA
25/05/21,1,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",4,40,Yes,1,NA
25/05/21,10,10,10,Cocomelon,TV Show,,"Jun 1, 2020",214,702,No,10,10
25/05/21,8,8,3,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",18,134,Yes,8,3
25/05/21,5,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",21,132,Yes,5,NA
25/05/21,4,4,-,Sabotage,Movie,,"May 19, 2021",5,24,No,4,NA
25/05/21,9,9,8,StartUp,TV Show,,"May 4, 2021",16,72,No,9,8
25/05/21,6,6,5,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",25,189,Yes,6,5
25/05/21,7,7,2,The Upshaws,TV Show,Yes,"May 12, 2021",13,99,Yes,7,2
25/05/21,3,3,1,The Woman in the Window,Movie,Yes,"May 14, 2021",11,100,Yes,3,1
25/05/21,2,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",34,257,Yes,2,NA
26/05/21,1,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",5,50,Yes,1,NA
26/05/21,4,10,7,Cocomelon,TV Show,,"Jun 1, 2020",215,709,No,10,7
26/05/21,2,-,-,Home,Movie,,"May 25, 2021",1,9,No,-1,NA
26/05/21,8,8,3,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",19,137,Yes,8,3
26/05/21,5,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",22,138,Yes,5,NA
26/05/21,10,4,-,Sabotage,Movie,,"May 19, 2021",6,25,No,4,NA
26/05/21,6,9,4,StartUp,TV Show,,"May 4, 2021",17,77,No,9,4
26/05/21,9,6,5,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",26,191,Yes,6,5
26/05/21,7,7,2,The Upshaws,TV Show,Yes,"May 12, 2021",14,103,Yes,7,2
26/05/21,3,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",35,265,Yes,2,NA
27/05/21,1,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",6,60,Yes,1,NA
27/05/21,4,4,7,Cocomelon,TV Show,,"Jun 1, 2020",216,716,No,4,7
27/05/21,2,2,-,Home,Movie,,"May 25, 2021",2,18,No,2,NA
27/05/21,9,8,4,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",20,139,Yes,8,4
27/05/21,5,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",23,144,Yes,5,NA
27/05/21,10,10,-,Sabotage,Movie,,"May 19, 2021",7,26,No,10,NA
27/05/21,6,6,5,StartUp,TV Show,,"May 4, 2021",18,82,No,6,5
27/05/21,7,9,6,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",27,195,Yes,9,6
27/05/21,8,7,3,The Upshaws,TV Show,Yes,"May 12, 2021",15,106,Yes,7,3
27/05/21,3,3,1,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",36,273,Yes,3,1
28/05/21,2,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",7,69,Yes,1,NA
28/05/21,3,-,-,Blue Miracle,Movie,Yes,"May 27, 2021",1,8,Yes,-1,NA
28/05/21,6,4,7,Cocomelon,TV Show,,"Jun 1, 2020",217,721,No,4,7
28/05/21,1,2,-,Home,Movie,,"May 25, 2021",3,28,No,2,NA
28/05/21,8,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",24,147,Yes,5,NA
28/05/21,4,-,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",1,7,Yes,-1,NA
28/05/21,9,6,5,StartUp,TV Show,,"May 4, 2021",19,84,No,6,5
28/05/21,7,7,8,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",28,199,Yes,7,8
28/05/21,10,8,3,The Upshaws,TV Show,Yes,"May 12, 2021",16,107,Yes,8,3
28/05/21,5,3,1,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",37,279,Yes,3,1
29/05/21,4,2,1,Army of the Dead,Movie,Yes,"May 21, 2021",8,76,Yes,2,1
29/05/21,5,3,-,Blue Miracle,Movie,Yes,"May 27, 2021",2,14,Yes,3,NA
29/05/21,8,6,7,Cocomelon,TV Show,,"Jun 1, 2020",218,724,No,6,7
29/05/21,3,-,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",1,8,Yes,-1,NA
29/05/21,2,1,-,Home,Movie,,"May 25, 2021",4,37,No,1,NA
29/05/21,1,-,-,Lucifer,TV Show,,"Dec 15, 2018",21,146,No,-1,NA
29/05/21,6,4,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",2,12,Yes,4,NA
29/05/21,7,-,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",1,4,Yes,-1,NA
29/05/21,10,7,6,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",29,200,Yes,7,6
29/05/21,9,5,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",38,281,Yes,5,2
30/05/21,4,4,1,Army of the Dead,Movie,Yes,"May 21, 2021",9,83,Yes,4,1
30/05/21,5,5,-,Blue Miracle,Movie,Yes,"May 27, 2021",3,20,Yes,5,NA
30/05/21,8,8,8,Cocomelon,TV Show,,"Jun 1, 2020",219,727,No,8,8
30/05/21,2,3,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",2,17,Yes,3,NA
30/05/21,3,2,-,Home,Movie,,"May 25, 2021",5,45,No,2,NA
30/05/21,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",23,166,No,1,NA
30/05/21,6,6,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",3,17,Yes,6,NA
30/05/21,7,7,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",2,8,Yes,7,NA
30/05/21,9,10,5,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",30,202,Yes,10,5
30/05/21,10,9,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",39,282,Yes,9,2
31/05/21,5,4,1,Army of the Dead,Movie,Yes,"May 21, 2021",10,89,Yes,4,1
31/05/21,4,5,-,Blue Miracle,Movie,Yes,"May 27, 2021",4,27,Yes,5,NA
31/05/21,8,8,10,Cocomelon,TV Show,,"Jun 1, 2020",220,730,No,8,10
31/05/21,2,2,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",3,26,Yes,2,NA
31/05/21,3,3,-,Home,Movie,,"May 25, 2021",6,53,No,3,NA
31/05/21,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",24,176,No,1,NA
31/05/21,6,6,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",4,22,Yes,6,NA
31/05/21,7,7,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",3,12,Yes,7,NA
31/05/21,9,9,6,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",31,204,Yes,9,6
31/05/21,10,10,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",40,283,Yes,10,2
01/06/21,5,5,1,Army of the Dead,Movie,Yes,"May 21, 2021",11,95,Yes,5,1
01/06/21,4,4,-,Blue Miracle,Movie,Yes,"May 27, 2021",5,34,Yes,4,NA
01/06/21,9,8,10,Cocomelon,TV Show,,"Jun 1, 2020",221,732,No,8,10
01/06/21,6,-,-,Dirty John,TV Show,,"Nov 25, 2019",1,5,No,-1,NA
01/06/21,2,2,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",4,35,Yes,2,NA
01/06/21,3,3,-,Home,Movie,,"May 25, 2021",7,61,No,3,NA
01/06/21,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",25,186,No,1,NA
01/06/21,7,6,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",5,26,Yes,6,NA
01/06/21,8,7,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",4,15,Yes,7,NA
01/06/21,10,10,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",41,284,Yes,10,2
02/06/21,7,5,1,Army of the Dead,Movie,Yes,"May 21, 2021",12,99,Yes,5,1
02/06/21,6,4,-,Blue Miracle,Movie,Yes,"May 27, 2021",6,39,Yes,4,NA
02/06/21,5,9,4,Cocomelon,TV Show,,"Jun 1, 2020",222,738,No,9,4
02/06/21,3,6,-,Dirty John,TV Show,,"Nov 25, 2019",2,13,No,6,NA
02/06/21,2,2,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",5,44,Yes,2,NA
02/06/21,4,3,2,Home,Movie,,"May 25, 2021",8,68,No,3,2
02/06/21,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",26,196,No,1,NA
02/06/21,8,7,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",6,29,Yes,7,NA
02/06/21,9,8,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",5,17,Yes,8,NA
02/06/21,10,10,3,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",42,285,Yes,10,3
03/06/21,6,-,-,2 Hearts,Movie,,"Jun 2, 2021",1,5,No,-1,NA
03/06/21,8,7,1,Army of the Dead,Movie,Yes,"May 21, 2021",13,102,Yes,7,1
03/06/21,9,6,-,Blue Miracle,Movie,Yes,"May 27, 2021",7,41,Yes,6,NA
03/06/21,5,5,4,Cocomelon,TV Show,,"Jun 1, 2020",223,744,No,5,4
03/06/21,3,3,-,Dirty John,TV Show,,"Nov 25, 2019",3,21,No,3,NA
03/06/21,2,2,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",6,53,Yes,2,NA
03/06/21,4,4,2,Home,Movie,,"May 25, 2021",9,75,No,4,2
03/06/21,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",27,206,No,1,NA
03/06/21,7,8,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",7,33,Yes,8,NA
03/06/21,10,9,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",6,18,Yes,9,NA
04/06/21,5,6,-,2 Hearts,Movie,,"Jun 2, 2021",2,11,No,6,NA
04/06/21,8,8,2,Army of the Dead,Movie,Yes,"May 21, 2021",14,105,Yes,8,2
04/06/21,9,9,3,Blue Miracle,Movie,Yes,"May 27, 2021",8,43,Yes,9,3
04/06/21,6,5,6,Cocomelon,TV Show,,"Jun 1, 2020",224,749,No,5,6
04/06/21,2,3,-,Dirty John,TV Show,,"Nov 25, 2019",4,30,No,3,NA
04/06/21,3,2,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",7,61,Yes,2,NA
04/06/21,4,4,1,Home,Movie,,"May 25, 2021",10,82,No,4,1
04/06/21,10,-,-,Kim's Convenience,TV Show,Yes,"Jul 13, 2018",1,1,Yes,-1,NA
04/06/21,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",28,216,No,1,NA
04/06/21,7,7,4,Ragnarok,TV Show,Yes,"Jan 31, 2020",8,37,Yes,7,4
05/06/21,7,5,-,2 Hearts,Movie,,"Jun 2, 2021",3,15,No,5,NA
05/06/21,8,8,4,Army of the Dead,Movie,Yes,"May 21, 2021",15,108,Yes,8,4
05/06/21,6,6,8,Cocomelon,TV Show,,"Jun 1, 2020",225,754,No,6,8
05/06/21,3,2,-,Dirty John,TV Show,,"Nov 25, 2019",5,38,No,2,NA
05/06/21,4,3,3,Dog Gone Trouble,Movie,Yes,"May 28, 2021",8,68,Yes,3,3
05/06/21,5,4,2,Home,Movie,,"May 25, 2021",11,88,No,4,2
05/06/21,10,10,-,Kim's Convenience,TV Show,Yes,"Jul 13, 2018",2,2,Yes,10,NA
05/06/21,1,1,1,Lucifer,TV Show,,"Dec 15, 2018",29,226,No,1,1
05/06/21,9,-,-,Monsters vs. Aliens,Movie,,"Jun 1, 2021",1,2,No,-1,NA
05/06/21,2,-,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",1,9,Yes,-1,NA
06/06/21,4,7,-,2 Hearts,Movie,,"Jun 2, 2021",4,22,No,7,NA
06/06/21,9,8,4,Army of the Dead,Movie,Yes,"May 21, 2021",16,110,Yes,8,4
06/06/21,7,6,8,Cocomelon,TV Show,,"Jun 1, 2020",226,758,No,6,8
06/06/21,3,3,-,Dirty John,TV Show,,"Nov 25, 2019",6,46,No,3,NA
06/06/21,5,4,2,Dog Gone Trouble,Movie,Yes,"May 28, 2021",9,74,Yes,4,2
06/06/21,6,5,3,Home,Movie,,"May 25, 2021",12,93,No,5,3
06/06/21,2,1,1,Lucifer,TV Show,,"Dec 15, 2018",30,235,No,1,1
06/06/21,10,9,-,Monsters vs. Aliens,Movie,,"Jun 1, 2021",2,3,No,9,NA
06/06/21,1,2,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",2,19,Yes,2,NA
06/06/21,8,-,-,Xtreme,Movie,Yes,"Jun 4, 2021",1,3,Yes,-1,NA
07/06/21,3,4,-,2 Hearts,Movie,,"Jun 2, 2021",5,30,No,4,NA
07/06/21,9,9,5,Army of the Dead,Movie,Yes,"May 21, 2021",17,112,Yes,9,5
07/06/21,5,7,8,Cocomelon,TV Show,,"Jun 1, 2020",227,764,No,7,8
07/06/21,4,3,-,Dirty John,TV Show,,"Nov 25, 2019",7,53,No,3,NA
07/06/21,7,5,2,Dog Gone Trouble,Movie,Yes,"May 28, 2021",10,78,Yes,5,2
07/06/21,6,6,3,Home,Movie,,"May 25, 2021",13,98,No,6,3
07/06/21,2,2,1,Lucifer,TV Show,,"Dec 15, 2018",31,244,No,2,1
07/06/21,10,10,-,Monsters vs. Aliens,Movie,,"Jun 1, 2021",3,4,No,10,NA
07/06/21,1,1,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",3,29,Yes,1,NA
07/06/21,8,8,-,Xtreme,Movie,Yes,"Jun 4, 2021",2,6,Yes,8,NA
08/06/21,3,3,-,2 Hearts,Movie,,"Jun 2, 2021",6,38,No,3,NA
08/06/21,10,-,-,Bo Burnham: Inside,Stand-Up Comedy,Yes,"May 30, 2021",1,1,Yes,-1,NA
08/06/21,5,5,9,Cocomelon,TV Show,,"Jun 1, 2020",228,770,No,5,9
08/06/21,4,4,6,Dirty John,TV Show,,"Nov 25, 2019",8,60,No,4,6
08/06/21,7,7,2,Dog Gone Trouble,Movie,Yes,"May 28, 2021",11,82,Yes,7,2
08/06/21,6,6,3,Home,Movie,,"May 25, 2021",14,103,No,6,3
08/06/21,2,2,1,Lucifer,TV Show,,"Dec 15, 2018",32,253,No,2,1
08/06/21,9,10,-,Monsters vs. Aliens,Movie,,"Jun 1, 2021",4,6,No,10,NA
08/06/21,1,1,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",4,39,Yes,1,NA
08/06/21,8,8,-,Xtreme,Movie,Yes,"Jun 4, 2021",3,9,Yes,8,NA
09/06/21,3,3,-,2 Hearts,Movie,,"Jun 2, 2021",7,46,No,3,NA
09/06/21,10,-,7,Army of the Dead,Movie,Yes,"May 21, 2021",18,113,Yes,-1,7
09/06/21,5,5,5,Cocomelon,TV Show,,"Jun 1, 2020",229,776,No,5,5
09/06/21,4,4,3,Dirty John,TV Show,,"Nov 25, 2019",9,67,No,4,3
09/06/21,7,7,2,Dog Gone Trouble,Movie,Yes,"May 28, 2021",12,86,Yes,7,2
09/06/21,6,6,4,Home,Movie,,"May 25, 2021",15,108,No,6,4
09/06/21,2,2,1,Lucifer,TV Show,,"Dec 15, 2018",33,262,No,2,1
09/06/21,9,9,-,Monsters vs. Aliens,Movie,,"Jun 1, 2021",5,8,No,9,NA
09/06/21,1,1,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",5,49,Yes,1,NA
09/06/21,8,8,-,Xtreme,Movie,Yes,"Jun 4, 2021",4,12,Yes,8,NA
10/06/21,6,3,6,2 Hearts,Movie,,"Jun 2, 2021",8,51,No,3,6
10/06/21,2,-,-,Awake,Movie,Yes,"Jun 9, 2021",1,9,Yes,-1,NA
10/06/21,10,-,-,Bo Burnham: Inside,Stand-Up Comedy,Yes,"May 30, 2021",2,2,Yes,-1,NA
10/06/21,4,5,5,Cocomelon,TV Show,,"Jun 1, 2020",230,783,No,5,5
10/06/21,5,4,3,Dirty John,TV Show,,"Nov 25, 2019",10,73,No,4,3
10/06/21,8,7,2,Dog Gone Trouble,Movie,Yes,"May 28, 2021",13,89,Yes,7,2
10/06/21,7,6,4,Home,Movie,,"May 25, 2021",16,112,No,6,4
10/06/21,3,2,1,Lucifer,TV Show,,"Dec 15, 2018",34,270,No,2,1
10/06/21,9,9,-,Monsters vs. Aliens,Movie,,"Jun 1, 2021",6,10,No,9,NA
10/06/21,1,1,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",6,59,Yes,1,NA
11/06/21,7,6,5,2 Hearts,Movie,,"Jun 2, 2021",9,55,No,6,5
11/06/21,2,2,-,Awake,Movie,Yes,"Jun 9, 2021",2,18,Yes,2,NA
11/06/21,5,4,6,Cocomelon,TV Show,,"Jun 1, 2020",231,789,No,4,6
11/06/21,6,5,2,Dirty John,TV Show,,"Nov 25, 2019",11,78,No,5,2
11/06/21,9,8,3,Dog Gone Trouble,Movie,Yes,"May 28, 2021",14,91,Yes,8,3
11/06/21,8,7,4,Home,Movie,,"May 25, 2021",17,115,No,7,4
11/06/21,10,-,-,L.A.'s Finest,TV Show,,"Jan 5, 2021",14,68,No,-1,NA
11/06/21,4,3,1,Lucifer,TV Show,,"Dec 15, 2018",35,277,No,3,1
11/06/21,3,-,-,Manifest,TV Show,,"Jun 10, 2021",1,8,No,-1,NA
11/06/21,1,1,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",7,69,Yes,1,NA
12/06/21,10,7,7,2 Hearts,Movie,,"Jun 2, 2021",10,56,No,7,7
12/06/21,3,2,-,Awake,Movie,Yes,"Jun 9, 2021",3,26,Yes,2,NA
12/06/21,6,5,6,Cocomelon,TV Show,,"Jun 1, 2020",232,794,No,5,6
12/06/21,8,8,5,Home,Movie,,"May 25, 2021",18,118,No,8,5
12/06/21,9,10,-,L.A.'s Finest,TV Show,,"Jan 5, 2021",15,70,No,10,NA
12/06/21,7,4,1,Lucifer,TV Show,,"Dec 15, 2018",36,281,No,4,1
12/06/21,5,-,-,Lupin,TV Show,Yes,"Jan 8, 2021",15,93,Yes,-1,NA
12/06/21,2,3,-,Manifest,TV Show,,"Jun 10, 2021",2,17,No,3,NA
12/06/21,1,1,2,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",8,79,Yes,1,2
12/06/21,4,-,-,Wish Dragon,Movie,Yes,"Jun 11, 2021",1,7,Yes,-1,NA
13/06/21,10,10,4,2 Hearts,Movie,,"Jun 2, 2021",11,57,No,10,4
13/06/21,4,3,-,Awake,Movie,Yes,"Jun 9, 2021",4,33,Yes,3,NA
13/06/21,6,6,7,Cocomelon,TV Show,,"Jun 1, 2020",233,799,No,6,7
13/06/21,9,8,6,Home,Movie,,"May 25, 2021",19,120,No,8,6
13/06/21,8,9,-,L.A.'s Finest,TV Show,,"Jan 5, 2021",16,73,No,9,NA
13/06/21,7,7,2,Lucifer,TV Show,,"Dec 15, 2018",37,285,No,7,2
13/06/21,5,5,-,Lupin,TV Show,Yes,"Jan 8, 2021",16,99,Yes,5,NA
